"","question.1","question.4","question.0","question.8","question.5","question.9","question.6","question.3","question.7","question.2","comprehensionquestion.1.correct","comprehensionquestion.4.correct","comprehensionquestion.0.correct","comprehensionquestion.8.correct","comprehensionquestion.5.correct","comprehensionquestion.9.correct","comprehensionquestion.6.correct","comprehensionquestion.3.correct","comprehensionquestion.7.correct","comprehensionquestion.2.correct","temperature_scale","workerId_hash"
"1370","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","True","True","False","True","False","False","True","Celsius","3535ba59a6e5636a1110f6d4ab56c0b0440a3d40a3f304a3d2e7703fa2a8ae67"
"1371","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","False","True","True","True","True","Fahrenheit","8969c97c7ab890b9993e5df2563fa70e0d177256edff267501452904e6c7e4f3"
"1372","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the environment to the body","Condensation","Land absorbs and stores more heat energy than oceans","Calm weather","The temperature of the air","True","False","True","False","True","False","False","False","True","False","Fahrenheit","144f8f595f512521a2d027f138f45387f7b8566ed79a40fba90a8434134bfda8"
"1373","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","False","True","Fahrenheit","3f6ef25310e67ca9d277c9b4b305bdc472168ec9ad02538457a64412414721e5"
"1374","Atmospheric pressure","Higher","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the environment to the body","Humidity","Oceans and land heat up and cool down at the same speed","Calm weather","The average weather over an extended period of time","True","False","True","True","False","False","True","False","True","True","Fahrenheit","da3947d43f802ace5fbb939cf8b10b4e4f9c6990827c2f96ad307390e36174fc"
"1375","Atmospheric pressure","Higher","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","False","False","True","Fahrenheit","6d83a6aa374a4d1c09b60df16d30cc79598c875524a5da28c09ad3b663fa1ef4"
"1377","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","True","True","False","True","False","Fahrenheit","1dcc1bba4cff1e64a65b92777535d9c9d5ce9a1f0b3f742e5f17a0b3c6bbecfb"
"1378","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","f0f5499eeee86d4473528d0a75dda795407ed4891629f5fb0b4de3568a23d715"
"1379","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","True","True","False","Fahrenheit","28162988571eac770d867c06c93867fdb0626f7124039a04e9399276047047b6"
"1380","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","e1c06f5913925a1e20f3e107ec308b0dc52ab3311393b1837260b808ed8a83c7"
"1381","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","False","True","True","Fahrenheit","c7dbd3731cf18a5484ad2ac43267e78aea142b4f3bbecfce3b90e868cdd7624d"
"1382","Atmospheric pressure","Higher","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","False","True","True","True","True","False","True","Fahrenheit","26d701f964d2249ff1b6d2c859835c6fbf94dd235dea065e8a7bdc3774ca48df"
"1383","Temperature","Higher","32°","Cirrus","Fall in the northern hemisphere","It causes precipitation to become more frequent, thus lowering ambient temperatures","Evaporation","Oceans and land heat up and cool down at the same speed","Stormy weather","The average weather over an extended period of time","False","False","True","False","False","False","False","False","False","True","Celsius","9876b73c6465630e1f57f0f7f7c1cad4ac581e08e89eb718c22749f6dcb1e3b5"
"1385","Atmospheric pressure","Lower","32°","Stratus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","False","True","False","True","True","Fahrenheit","dbd0d40fc4ac543ca3bfd58aabb9ea833d5563f5b7d691fcb383cf7924fcba10"
"1386","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","True","True","True","True","True","True","Fahrenheit","b3f58a722412f98453948d290c8eafe2cb20e8160c836613500331bf0a25e93a"
"1387","High tide","Lower","32°","Stratus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The average weather over an extended period of time","False","True","True","False","True","True","True","False","False","True","Fahrenheit","a6ba6dffd9fe29e2ac0705438a912086e67365e0a90707a58244bde61cf025ad"
"1388","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","False","True","Fahrenheit","e14c7106ebd57fc88b3238ba32fd601e6b068ba5f808f070376d75cf3039d96f"
"1389","Atmospheric pressure","Lower","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Stormy weather","The condition of the atmosphere at a certain place and time","True","True","True","True","True","False","True","False","False","False","Fahrenheit","59997628f513f519b8f16649dcfb430a0b37a8f50d2aa0335d3a59eb5dd60785"
"1390","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land absorbs and stores more heat energy than oceans","Stormy weather","The condition of the atmosphere at a certain place and time","True","False","True","True","True","False","True","False","False","False","Celsius","c32a6db27bc18e74553fa96425bb6e55d2780518ec495fabe724447798c91d81"
"1391","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","False","True","True","True","True","True","True","Fahrenheit","0feee336ceca8e7e0939111839571dd803665fefb57e3a447fade30afd98a567"
"1392","Atmospheric pressure","Lower","32°","Cumulus","Winter in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Oceans heat up and cool down quicker than land","Calm weather","The condition of the atmosphere at a certain place and time","True","True","True","False","True","True","True","False","True","False","Fahrenheit","60cd1ff3ccb69ca15fe3dd0e4f4dfa2de10f2ebacfa1f7ec007d72f0bf6476ac"
"1393","Atmospheric pressure","Higher","32°","Cumulonimbus","Winter in the northern hemisphere","It decreases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Stormy weather","The average weather over an extended period of time","True","False","True","True","True","False","True","True","False","True","Fahrenheit","9b64946df65d8127b9c76368d56bdc90e9d3798cdde61189e8686b29e648896d"
"1395","Atmospheric pressure","Lower","32°","Cumulonimbus","Summer in the northern hemisphere","It increases heat transfer from the body to the environment","Humidity","Land heats up and cools down quicker than oceans","Calm weather","The average weather over an extended period of time","True","True","True","True","False","True","True","True","True","True","Fahrenheit","2275e3a314f2f90c9f5143baa643918384dd65deaa6d15ef950122b24ceb6d78"
